#    n         h                k                l
  2632  -0.62088797E+01  -0.10188304E-02   0.71748887E-03
  2633  -0.62088836E+01  -0.10184445E-02   0.71721733E-03
  2634  -0.62088874E+01  -0.10180590E-02   0.71694599E-03
  2635  -0.62088912E+01  -0.10176737E-02   0.71667485E-03
  2636  -0.62088950E+01  -0.10172888E-02   0.71640392E-03
  2637  -0.62088988E+01  -0.10169041E-02   0.71613318E-03
  2638  -0.62089026E+01  -0.10165197E-02   0.71586265E-03
  2639  -0.62089064E+01  -0.10161356E-02   0.71559232E-03
  2640  -0.62089101E+01  -0.10157518E-02   0.71532219E-03
  2641  -0.62089139E+01  -0.10153683E-02   0.71505227E-03
  2642  -0.62089176E+01  -0.10149850E-02   0.71478254E-03
  2643  -0.62089213E+01  -0.10146021E-02   0.71451301E-03
  2644  -0.62089250E+01  -0.10142194E-02   0.71424369E-03
  2645  -0.62089287E+01  -0.10138370E-02   0.71397456E-03
  2646  -0.62089324E+01  -0.10134549E-02   0.71370564E-03
  2647  -0.62089361E+01  -0.10130731E-02   0.71343691E-03
  2648  -0.62089398E+01  -0.10126916E-02   0.71316838E-03
  2649  -0.62089434E+01  -0.10123104E-02   0.71290006E-03
  2650  -0.62089471E+01  -0.10119294E-02   0.71263193E-03
  2651  -0.62089507E+01  -0.10115487E-02   0.71236400E-03
  2652  -0.62089543E+01  -0.10111684E-02   0.71209627E-03
  2653  -0.62089579E+01  -0.10107883E-02   0.71182874E-03
  2654  -0.62089615E+01  -0.10104084E-02   0.71156140E-03
  2655  -0.62089651E+01  -0.10100289E-02   0.71129427E-03
  2656  -0.62089686E+01  -0.10096497E-02   0.71102733E-03
  2657  -0.62089722E+01  -0.10092707E-02   0.71076059E-03
  2658  -0.62089758E+01  -0.10088920E-02   0.71049404E-03
  2659  -0.62089793E+01  -0.10085136E-02   0.71022770E-03
  2660  -0.62089828E+01  -0.10081355E-02   0.70996155E-03
  2661  -0.62089863E+01  -0.10077577E-02   0.70969560E-03
  2662  -0.62089898E+01  -0.10073801E-02   0.70942984E-03
  2663  -0.62089933E+01  -0.10070028E-02   0.70916428E-03
  2664  -0.62089968E+01  -0.10066258E-02   0.70889892E-03
  2665  -0.62090003E+01  -0.10062491E-02   0.70863375E-03
  2666  -0.62090037E+01  -0.10058727E-02   0.70836878E-03
  2667  -0.62090072E+01  -0.10054965E-02   0.70810400E-03
  2668  -0.62090106E+01  -0.10051206E-02   0.70783942E-03
  2669  -0.62090140E+01  -0.10047450E-02   0.70757503E-03
  2670  -0.62090175E+01  -0.10043697E-02   0.70731084E-03
  2671  -0.62090209E+01  -0.10039947E-02   0.70704685E-03
  2672  -0.62090243E+01  -0.10036199E-02   0.70678305E-03
  2673  -0.62090276E+01  -0.10032454E-02   0.70651944E-03
  2674  -0.62090310E+01  -0.10028712E-02   0.70625602E-03
  2675  -0.62090344E+01  -0.10024973E-02   0.70599280E-03
  2676  -0.62090377E+01  -0.10021237E-02   0.70572978E-03
  2677  -0.62090411E+01  -0.10017503E-02   0.70546695E-03
  2678  -0.62090444E+01  -0.10013772E-02   0.70520431E-03
  2679  -0.62090477E+01  -0.10010044E-02   0.70494186E-03
  2680  -0.62090510E+01  -0.10006318E-02   0.70467961E-03
  2681  -0.62090543E+01  -0.10002595E-02   0.70441755E-03
  2682  -0.62090576E+01  -0.99988755E-03   0.70415568E-03
  2683  -0.62090609E+01  -0.99951583E-03   0.70389400E-03
  2684  -0.62090641E+01  -0.99914438E-03   0.70363252E-03
  2685  -0.62090674E+01  -0.99877321E-03   0.70337122E-03
  2686  -0.62090707E+01  -0.99840231E-03   0.70311012E-03
  2687  -0.62090739E+01  -0.99803169E-03   0.70284921E-03
  2688  -0.62090771E+01  -0.99766134E-03   0.70258850E-03
  2689  -0.62090803E+01  -0.99729126E-03   0.70232797E-03
  2690  -0.62090835E+01  -0.99692145E-03   0.70206763E-03
  2691  -0.62090867E+01  -0.99655192E-03   0.70180749E-03
  2692  -0.62090899E+01  -0.99618266E-03   0.70154753E-03
  2693  -0.62090931E+01  -0.99581367E-03   0.70128777E-03
  2694  -0.62090963E+01  -0.99544495E-03   0.70102819E-03
  2695  -0.62090994E+01  -0.99507651E-03   0.70076881E-03
  2696  -0.62091026E+01  -0.99470833E-03   0.70050961E-03
  2697  -0.62091057E+01  -0.99434043E-03   0.70025060E-03
  2698  -0.62091088E+01  -0.99397279E-03   0.69999179E-03
  2699  -0.62091120E+01  -0.99360543E-03   0.69973316E-03
  2700  -0.62091151E+01  -0.99323833E-03   0.69947472E-03
  2701  -0.62091182E+01  -0.99287151E-03   0.69921647E-03
  2702  -0.62091213E+01  -0.99250495E-03   0.69895840E-03
  2703  -0.62091243E+01  -0.99213867E-03   0.69870053E-03
  2704  -0.62091274E+01  -0.99177265E-03   0.69844284E-03
  2705  -0.62091305E+01  -0.99140690E-03   0.69818535E-03
  2706  -0.62091335E+01  -0.99104142E-03   0.69792803E-03
  2707  -0.62091366E+01  -0.99067621E-03   0.69767091E-03
  2708  -0.62091396E+01  -0.99031126E-03   0.69741397E-03
  2709  -0.62091426E+01  -0.98994658E-03   0.69715722E-03
  2710  -0.62091456E+01  -0.98958217E-03   0.69690066E-03
  2711  -0.62091486E+01  -0.98921803E-03   0.69664429E-03
  2712  -0.62091516E+01  -0.98885415E-03   0.69638810E-03
  2713  -0.62091546E+01  -0.98849054E-03   0.69613209E-03
  2714  -0.62091576E+01  -0.98812719E-03   0.69587628E-03
  2715  -0.62091606E+01  -0.98776411E-03   0.69562064E-03
  2716  -0.62091635E+01  -0.98740129E-03   0.69536520E-03
  2717  -0.62091665E+01  -0.98703874E-03   0.69510994E-03
  2718  -0.62091694E+01  -0.98667645E-03   0.69485486E-03
  2719  -0.62091723E+01  -0.98631443E-03   0.69459997E-03
  2720  -0.62091753E+01  -0.98595267E-03   0.69434527E-03
  2721  -0.62091782E+01  -0.98559118E-03   0.69409075E-03
  2722  -0.62091811E+01  -0.98522995E-03   0.69383641E-03
  2723  -0.62091840E+01  -0.98486898E-03   0.69358226E-03
  2724  -0.62091869E+01  -0.98450828E-03   0.69332829E-03
  2725  -0.62091897E+01  -0.98414783E-03   0.69307451E-03
  2726  -0.62091926E+01  -0.98378765E-03   0.69282091E-03
  2727  -0.62091955E+01  -0.98342774E-03   0.69256749E-03
  2728  -0.62091983E+01  -0.98306808E-03   0.69231426E-03
  2729  -0.62092012E+01  -0.98270869E-03   0.69206121E-03
  2730  -0.62092040E+01  -0.98234955E-03   0.69180834E-03
  2731  -0.62092068E+01  -0.98199068E-03   0.69155566E-03
  2732  -0.62092097E+01  -0.98163207E-03   0.69130315E-03
  2733  -0.62092125E+01  -0.98127372E-03   0.69105083E-03
  2734  -0.62092153E+01  -0.98091563E-03   0.69079870E-03
  2735  -0.62092181E+01  -0.98055780E-03   0.69054674E-03
  2736  -0.62092208E+01  -0.98020023E-03   0.69029497E-03
  2737  -0.62092236E+01  -0.97984292E-03   0.69004338E-03
  2738  -0.62092264E+01  -0.97948586E-03   0.68979197E-03
  2739  -0.62092291E+01  -0.97912907E-03   0.68954074E-03
  2740  -0.62092319E+01  -0.97877253E-03   0.68928969E-03
  2741  -0.62092346E+01  -0.97841626E-03   0.68903882E-03
  2742  -0.62092374E+01  -0.97806024E-03   0.68878813E-03
  2743  -0.62092401E+01  -0.97770448E-03   0.68853763E-03
  2744  -0.62092428E+01  -0.97734897E-03   0.68828730E-03
  2745  -0.62092455E+01  -0.97699372E-03   0.68803715E-03
  2746  -0.62092482E+01  -0.97663873E-03   0.68778719E-03
  2747  -0.62092509E+01  -0.97628400E-03   0.68753740E-03
  2748  -0.62092536E+01  -0.97592952E-03   0.68728779E-03
  2749  -0.62092563E+01  -0.97557530E-03   0.68703837E-03
  2750  -0.62092589E+01  -0.97522133E-03   0.68678912E-03
  2751  -0.62092616E+01  -0.97486762E-03   0.68654005E-03
  2752  -0.62092643E+01  -0.97451417E-03   0.68629116E-03
  2753  -0.62092669E+01  -0.97416097E-03   0.68604244E-03
  2754  -0.62092695E+01  -0.97380802E-03   0.68579391E-03
  2755  -0.62092722E+01  -0.97345533E-03   0.68554556E-03
  2756  -0.62092748E+01  -0.97310289E-03   0.68529738E-03
  2757  -0.62092774E+01  -0.97275071E-03   0.68504938E-03
  2758  -0.62092800E+01  -0.97239878E-03   0.68480156E-03
  2759  -0.62092826E+01  -0.97204710E-03   0.68455391E-03
  2760  -0.62092852E+01  -0.97169568E-03   0.68430644E-03
  2761  -0.62092878E+01  -0.97134451E-03   0.68405915E-03
  2762  -0.62092904E+01  -0.97099359E-03   0.68381204E-03
  2763  -0.62092929E+01  -0.97064292E-03   0.68356510E-03
  2764  -0.62092955E+01  -0.97029251E-03   0.68331834E-03
  2765  -0.62092980E+01  -0.96994235E-03   0.68307176E-03
  2766  -0.62093006E+01  -0.96959244E-03   0.68282535E-03
  2767  -0.62093031E+01  -0.96924278E-03   0.68257912E-03
  2768  -0.62093056E+01  -0.96889337E-03   0.68233306E-03
  2769  -0.62093082E+01  -0.96854421E-03   0.68208718E-03
  2770  -0.62093107E+01  -0.96819530E-03   0.68184148E-03
  2771  -0.62093132E+01  -0.96784664E-03   0.68159595E-03
  2772  -0.62093157E+01  -0.96749824E-03   0.68135060E-03
  2773  -0.62093182E+01  -0.96715008E-03   0.68110542E-03
  2774  -0.62093207E+01  -0.96680217E-03   0.68086041E-03
  2775  -0.62093231E+01  -0.96645451E-03   0.68061558E-03
  2776  -0.62093256E+01  -0.96610710E-03   0.68037093E-03
  2777  -0.62093281E+01  -0.96575993E-03   0.68012644E-03
  2778  -0.62093305E+01  -0.96541302E-03   0.67988214E-03
  2779  -0.62093330E+01  -0.96506635E-03   0.67963800E-03
  2780  -0.62093354E+01  -0.96471993E-03   0.67939404E-03
  2781  -0.62093379E+01  -0.96437376E-03   0.67915026E-03
  2782  -0.62093403E+01  -0.96402784E-03   0.67890664E-03
  2783  -0.62093427E+01  -0.96368216E-03   0.67866320E-03
  2784  -0.62093451E+01  -0.96333673E-03   0.67841994E-03
  2785  -0.62093475E+01  -0.96299154E-03   0.67817684E-03
  2786  -0.62093499E+01  -0.96264661E-03   0.67793392E-03
  2787  -0.62093523E+01  -0.96230191E-03   0.67769117E-03
  2788  -0.62093547E+01  -0.96195747E-03   0.67744859E-03
  2789  -0.62093571E+01  -0.96161327E-03   0.67720619E-03
  2790  -0.62093595E+01  -0.96126931E-03   0.67696395E-03
  2791  -0.62093618E+01  -0.96092560E-03   0.67672189E-03
  2792  -0.62093642E+01  -0.96058213E-03   0.67648000E-03
  2793  -0.62093665E+01  -0.96023891E-03   0.67623828E-03
  2794  -0.62093689E+01  -0.95989593E-03   0.67599673E-03
  2795  -0.62093712E+01  -0.95955320E-03   0.67575536E-03
  2796  -0.62093735E+01  -0.95921071E-03   0.67551415E-03
  2797  -0.62093759E+01  -0.95886846E-03   0.67527312E-03
  2798  -0.62093782E+01  -0.95852646E-03   0.67503225E-03
  2799  -0.62093805E+01  -0.95818469E-03   0.67479156E-03
  2800  -0.62093828E+01  -0.95784317E-03   0.67455103E-03
  2801  -0.62093851E+01  -0.95750190E-03   0.67431068E-03
  2802  -0.62093874E+01  -0.95716086E-03   0.67407049E-03
  2803  -0.62093897E+01  -0.95682007E-03   0.67383048E-03
  2804  -0.62093919E+01  -0.95647952E-03   0.67359063E-03
  2805  -0.62093942E+01  -0.95613921E-03   0.67335095E-03
  2806  -0.62093965E+01  -0.95579914E-03   0.67311145E-03
  2807  -0.62093987E+01  -0.95545931E-03   0.67287211E-03
  2808  -0.62094010E+01  -0.95511972E-03   0.67263294E-03
  2809  -0.62094032E+01  -0.95478038E-03   0.67239394E-03
  2810  -0.62094055E+01  -0.95444127E-03   0.67215510E-03
  2811  -0.62094077E+01  -0.95410240E-03   0.67191644E-03
  2812  -0.62094099E+01  -0.95376377E-03   0.67167794E-03
  2813  -0.62094121E+01  -0.95342539E-03   0.67143961E-03
  2814  -0.62094144E+01  -0.95308724E-03   0.67120145E-03
  2815  -0.62094166E+01  -0.95274933E-03   0.67096346E-03
  2816  -0.62094188E+01  -0.95241165E-03   0.67072563E-03
  2817  -0.62094210E+01  -0.95207422E-03   0.67048797E-03
  2818  -0.62094231E+01  -0.95173702E-03   0.67025048E-03
  2819  -0.62094253E+01  -0.95140006E-03   0.67001315E-03
  2820  -0.62094275E+01  -0.95106334E-03   0.66977599E-03
  2821  -0.62094297E+01  -0.95072686E-03   0.66953900E-03
  2822  -0.62094318E+01  -0.95039061E-03   0.66930217E-03
  2823  -0.62094340E+01  -0.95005460E-03   0.66906551E-03
  2824  -0.62094361E+01  -0.94971883E-03   0.66882902E-03
  2825  -0.62094383E+01  -0.94938329E-03   0.66859269E-03
  2826  -0.62094404E+01  -0.94904799E-03   0.66835653E-03
  2827  -0.62094426E+01  -0.94871293E-03   0.66812053E-03
  2828  -0.62094447E+01  -0.94837810E-03   0.66788470E-03
  2829  -0.62094468E+01  -0.94804351E-03   0.66764903E-03
  2830  -0.62094489E+01  -0.94770915E-03   0.66741353E-03
  2831  -0.62094510E+01  -0.94737502E-03   0.66717819E-03
  2832  -0.62094531E+01  -0.94704113E-03   0.66694302E-03
  2833  -0.62094552E+01  -0.94670748E-03   0.66670801E-03
  2834  -0.62094573E+01  -0.94637406E-03   0.66647316E-03
  2835  -0.62094594E+01  -0.94604087E-03   0.66623848E-03
  2836  -0.62094615E+01  -0.94570792E-03   0.66600397E-03
  2837  -0.62094636E+01  -0.94537519E-03   0.66576962E-03
  2838  -0.62094656E+01  -0.94504271E-03   0.66553543E-03
  2839  -0.62094677E+01  -0.94471045E-03   0.66530140E-03
  2840  -0.62094697E+01  -0.94437843E-03   0.66506754E-03
  2841  -0.62094718E+01  -0.94404664E-03   0.66483384E-03
  2842  -0.62094738E+01  -0.94371509E-03   0.66460030E-03
  2843  -0.62094759E+01  -0.94338376E-03   0.66436693E-03
  2844  -0.62094779E+01  -0.94305267E-03   0.66413372E-03
  2845  -0.62094799E+01  -0.94272180E-03   0.66390067E-03
  2846  -0.62094820E+01  -0.94239117E-03   0.66366779E-03
  2847  -0.62094840E+01  -0.94206077E-03   0.66343506E-03
  2848  -0.62094860E+01  -0.94173061E-03   0.66320250E-03
  2849  -0.62094880E+01  -0.94140067E-03   0.66297010E-03
  2850  -0.62094900E+01  -0.94107096E-03   0.66273786E-03
  2851  -0.62094920E+01  -0.94074148E-03   0.66250578E-03
  2852  -0.62094940E+01  -0.94041223E-03   0.66227387E-03
  2853  -0.62094960E+01  -0.94008321E-03   0.66204211E-03
  2854  -0.62094979E+01  -0.93975442E-03   0.66181052E-03
  2855  -0.62094999E+01  -0.93942586E-03   0.66157909E-03
  2856  -0.62095019E+01  -0.93909753E-03   0.66134781E-03
  2857  -0.62095038E+01  -0.93876943E-03   0.66111670E-03
  2858  -0.62095058E+01  -0.93844155E-03   0.66088575E-03
  2859  -0.62095078E+01  -0.93811390E-03   0.66065496E-03
  2860  -0.62095097E+01  -0.93778649E-03   0.66042433E-03
  2861  -0.62095116E+01  -0.93745929E-03   0.66019386E-03
  2862  -0.62095136E+01  -0.93713233E-03   0.65996354E-03
  2863  -0.62095155E+01  -0.93680559E-03   0.65973339E-03
  2864  -0.62095174E+01  -0.93647908E-03   0.65950340E-03
  2865  -0.62095193E+01  -0.93615280E-03   0.65927356E-03
  2866  -0.62095213E+01  -0.93582674E-03   0.65904389E-03
  2867  -0.62095232E+01  -0.93550091E-03   0.65881437E-03
  2868  -0.62095251E+01  -0.93517531E-03   0.65858502E-03
  2869  -0.62095270E+01  -0.93484993E-03   0.65835582E-03
  2870  -0.62095289E+01  -0.93452478E-03   0.65812678E-03
  2871  -0.62095308E+01  -0.93419985E-03   0.65789789E-03
  2872  -0.62095326E+01  -0.93387515E-03   0.65766917E-03
  2873  -0.62095345E+01  -0.93355067E-03   0.65744060E-03
  2874  -0.62095364E+01  -0.93322642E-03   0.65721219E-03
  2875  -0.62095383E+01  -0.93290239E-03   0.65698394E-03
  2876  -0.62095401E+01  -0.93257858E-03   0.65675585E-03
  2877  -0.62095420E+01  -0.93225500E-03   0.65652791E-03
  2878  -0.62095438E+01  -0.93193165E-03   0.65630013E-03
  2879  -0.62095457E+01  -0.93160851E-03   0.65607251E-03
  2880  -0.62095475E+01  -0.93128560E-03   0.65584504E-03
  2881  -0.62095494E+01  -0.93096292E-03   0.65561773E-03
  2882  -0.62095512E+01  -0.93064045E-03   0.65539058E-03
  2883  -0.62095530E+01  -0.93031821E-03   0.65516358E-03
  2884  -0.62095548E+01  -0.92999619E-03   0.65493674E-03
  2885  -0.62095567E+01  -0.92967439E-03   0.65471006E-03
  2886  -0.62095585E+01  -0.92935282E-03   0.65448353E-03
  2887  -0.62095603E+01  -0.92903146E-03   0.65425716E-03
  2888  -0.62095621E+01  -0.92871033E-03   0.65403094E-03
  2889  -0.62095639E+01  -0.92838942E-03   0.65380488E-03
  2890  -0.62095657E+01  -0.92806873E-03   0.65357897E-03
  2891  -0.62095675E+01  -0.92774826E-03   0.65335322E-03
  2892  -0.62095693E+01  -0.92742801E-03   0.65312762E-03
  2893  -0.62095710E+01  -0.92710798E-03   0.65290218E-03
  2894  -0.62095728E+01  -0.92678817E-03   0.65267689E-03
  2895  -0.62095746E+01  -0.92646858E-03   0.65245176E-03
  2896  -0.62095764E+01  -0.92614922E-03   0.65222678E-03
  2897  -0.62095781E+01  -0.92583007E-03   0.65200195E-03
  2898  -0.62095799E+01  -0.92551114E-03   0.65177728E-03
  2899  -0.62095816E+01  -0.92519242E-03   0.65155277E-03
  2900  -0.62095834E+01  -0.92487393E-03   0.65132840E-03
  2901  -0.62095851E+01  -0.92455566E-03   0.65110419E-03
  2902  -0.62095869E+01  -0.92423760E-03   0.65088014E-03
  2903  -0.62095886E+01  -0.92391976E-03   0.65065623E-03
  2904  -0.62095903E+01  -0.92360214E-03   0.65043248E-03
  2905  -0.62095920E+01  -0.92328474E-03   0.65020888E-03
  2906  -0.62095938E+01  -0.92296755E-03   0.64998544E-03
  2907  -0.62095955E+01  -0.92265059E-03   0.64976215E-03
  2908  -0.62095972E+01  -0.92233384E-03   0.64953901E-03
  2909  -0.62095989E+01  -0.92201730E-03   0.64931602E-03
  2910  -0.62096006E+01  -0.92170098E-03   0.64909318E-03
  2911  -0.62096023E+01  -0.92138488E-03   0.64887050E-03
  2912  -0.62096040E+01  -0.92106900E-03   0.64864797E-03
  2913  -0.62096057E+01  -0.92075333E-03   0.64842559E-03
  2914  -0.62096074E+01  -0.92043787E-03   0.64820336E-03
  2915  -0.62096090E+01  -0.92012264E-03   0.64798128E-03
  2916  -0.62096107E+01  -0.91980761E-03   0.64775936E-03
  2917  -0.62096124E+01  -0.91949280E-03   0.64753758E-03
  2918  -0.62096141E+01  -0.91917821E-03   0.64731596E-03
  2919  -0.62096157E+01  -0.91886383E-03   0.64709448E-03
  2920  -0.62096174E+01  -0.91854967E-03   0.64687316E-03
  2921  -0.62096190E+01  -0.91823572E-03   0.64665199E-03
  2922  -0.62096207E+01  -0.91792198E-03   0.64643097E-03
  2923  -0.62096223E+01  -0.91760846E-03   0.64621009E-03
  2924  -0.62096240E+01  -0.91729515E-03   0.64598937E-03
  2925  -0.62096256E+01  -0.91698205E-03   0.64576880E-03
  2926  -0.62096272E+01  -0.91666917E-03   0.64554838E-03
  2927  -0.62096289E+01  -0.91635650E-03   0.64532810E-03
  2928  -0.62096305E+01  -0.91604404E-03   0.64510798E-03
  2929  -0.62096321E+01  -0.91573179E-03   0.64488801E-03
  2930  -0.62096337E+01  -0.91541976E-03   0.64466818E-03
  2931  -0.62096354E+01  -0.91510794E-03   0.64444850E-03
  2932  -0.62096370E+01  -0.91479633E-03   0.64422898E-03
  2933  -0.62096386E+01  -0.91448493E-03   0.64400960E-03
  2934  -0.62096402E+01  -0.91417375E-03   0.64379037E-03
  2935  -0.62096418E+01  -0.91386277E-03   0.64357129E-03
  2936  -0.62096434E+01  -0.91355201E-03   0.64335235E-03
  2937  -0.62096449E+01  -0.91324145E-03   0.64313357E-03
  2938  -0.62096465E+01  -0.91293111E-03   0.64291493E-03
  2939  -0.62096481E+01  -0.91262098E-03   0.64269644E-03
  2940  -0.62096497E+01  -0.91231105E-03   0.64247810E-03
  2941  -0.62096513E+01  -0.91200134E-03   0.64225990E-03
  2942  -0.62096528E+01  -0.91169184E-03   0.64204185E-03
  2943  -0.62096544E+01  -0.91138254E-03   0.64182395E-03
  2944  -0.62096559E+01  -0.91107346E-03   0.64160620E-03
  2945  -0.62096575E+01  -0.91076458E-03   0.64138859E-03
  2946  -0.62096591E+01  -0.91045591E-03   0.64117113E-03
  2947  -0.62096606E+01  -0.91014745E-03   0.64095382E-03
  2948  -0.62096622E+01  -0.90983920E-03   0.64073665E-03
  2949  -0.62096637E+01  -0.90953116E-03   0.64051963E-03
  2950  -0.62096652E+01  -0.90922333E-03   0.64030276E-03
  2951  -0.62096668E+01  -0.90891570E-03   0.64008603E-03
  2952  -0.62096683E+01  -0.90860828E-03   0.63986945E-03
  2953  -0.62096698E+01  -0.90830107E-03   0.63965301E-03
  2954  -0.62096713E+01  -0.90799407E-03   0.63943672E-03
  2955  -0.62096729E+01  -0.90768727E-03   0.63922058E-03
  2956  -0.62096744E+01  -0.90738068E-03   0.63900458E-03
  2957  -0.62096759E+01  -0.90707429E-03   0.63878872E-03
  2958  -0.62096774E+01  -0.90676812E-03   0.63857301E-03
  2959  -0.62096789E+01  -0.90646214E-03   0.63835745E-03
  2960  -0.62096804E+01  -0.90615638E-03   0.63814202E-03
  2961  -0.62096819E+01  -0.90585082E-03   0.63792675E-03
  2962  -0.62096834E+01  -0.90554546E-03   0.63771162E-03
  2963  -0.62096849E+01  -0.90524031E-03   0.63749663E-03
  2964  -0.62096864E+01  -0.90493537E-03   0.63728179E-03
  2965  -0.62096878E+01  -0.90463063E-03   0.63706709E-03
  2966  -0.62096893E+01  -0.90432609E-03   0.63685253E-03
  2967  -0.62096908E+01  -0.90402176E-03   0.63663812E-03
  2968  -0.62096923E+01  -0.90371764E-03   0.63642385E-03
  2969  -0.62096937E+01  -0.90341371E-03   0.63620973E-03
  2970  -0.62096952E+01  -0.90311000E-03   0.63599575E-03
  2971  -0.62096966E+01  -0.90280648E-03   0.63578191E-03
